"indicator","area_name","area_code","area_type","year","period","numerator","measure","lower_confidence_interval","upper_confidence_interval","definition","data_source"
"Life expectancy, females","Dreghorn","S02002100","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.57,76.81,82.32,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Irvine Broomlands","S02002101","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,88.03,81.29,94.77,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Irvine Bourtreehill","S02002102","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,75.54,71.95,79.12,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Irvine Girdle Toll & Staneca","S02002103","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,84.17,82.17,86.18,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Irvine Perceton & Lawthorn","S02002104","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,81.75,79.4,84.11,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Irvine Castlepark North","S02002105","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.9,75.16,80.64,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Irvine Castlepark South","S02002106","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.64,73.68,79.6,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Irvine East","S02002107","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,82.06,78.93,85.18,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Irvine Central","S02002108","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.76,74.32,79.21,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Irvine Fullarton","S02002109","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,74.16,70.49,77.83,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Stevenston Ardeer","S02002110","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,82.14,77.82,86.47,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Saltcoats Central","S02002111","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,75.37,72.99,77.75,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Ardrossan Central","S02002112","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,75.61,72.45,78.76,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Ardrossan North West","S02002113","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,84.02,81.76,86.27,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Ardrossan North East","S02002114","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.47,75.96,80.98,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Saltcoats North West","S02002115","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,84.02,81.61,86.42,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Saltcoats North East","S02002116","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.59,76.91,80.27,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Stevenston North West","S02002117","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.8,76.22,81.38,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Stevenston Hayocks","S02002118","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.51,77.19,81.84,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Kilwinning Whitehirst Park & Woodside","S02002119","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,86.71,84.32,89.11,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Kilwinning Pennyburn","S02002120","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.92,75.64,82.2,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Kilwinning West & Blacklands","S02002121","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,74.68,71.6,77.75,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Kilwinning Central & North","S02002122","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,82.08,80.07,84.09,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Dalry East & Rural","S02002123","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.09,72.71,81.46,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Dalry West","S02002124","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.4,76.69,84.1,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Fairlie & Rural","S02002125","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,82.46,78.02,86.9,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","West Kilbride & Seamill","S02002126","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,84.21,81.78,86.64,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Largs South","S02002127","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,81.87,77.7,86.04,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Largs Central & Cumbrae","S02002128","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,81.89,80.18,83.61,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Largs North","S02002129","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,82.87,80.26,85.47,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Skelmorlie & Rural","S02002130","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,87,84.87,89.13,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Kilbirnie North","S02002131","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,84.6,81.77,87.44,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Kilbirnie South & Longbar","S02002132","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.99,78.62,83.36,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Beith West","S02002133","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,82.08,79.88,84.28,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Beith East & Rural","S02002134","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80,77.73,82.28,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Overtown","S02002135","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.48,74.99,81.97,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Netherton & Kirkhill","S02002136","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.89,73.65,80.12,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Muirhouse-North Lanarkshire","S02002137","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.6,77.93,83.27,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Muirhouse & Knowetop","S02002138","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,84.69,82.61,86.77,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Craigneuk Wishaw","S02002139","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,70.93,68.11,73.74,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Pather","S02002140","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.35,76.65,82.05,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Wishaw South","S02002141","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.47,74.49,78.46,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Wishaw North","S02002142","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,81.48,79.84,83.13,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Coltness","S02002143","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,81.51,79.41,83.61,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Wishaw East","S02002144","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,84.19,80.89,87.49,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Newmains","S02002145","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.64,75.55,79.73,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Allanton-Newmains Rural","S02002146","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.91,78.9,82.91,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Shotts","S02002147","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.71,77.49,81.94,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Stane","S02002148","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.52,76.53,82.51,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Harthill & Salsburgh","S02002149","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.65,76.64,80.66,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Cleland","S02002150","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.7,77.58,81.82,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Newarthill","S02002151","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.94,76.65,83.23,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Carfin North","S02002152","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.03,75.41,80.66,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Clydesdale & New Stevenston","S02002153","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,82.12,79.37,84.87,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Carfin & Cleekhimin","S02002154","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,81.09,78.73,83.46,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Motherwell South","S02002155","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.31,73.26,79.36,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Ladywell-North Lanarkshire","S02002156","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,84.68,83.42,85.93,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Motherwell West","S02002157","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.59,76.08,81.09,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Motherwell North","S02002158","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.29,73.6,78.98,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Forgewood","S02002159","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.38,74.19,78.57,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Holytown","S02002160","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.28,77.92,82.64,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Milnwood","S02002161","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.27,77.99,82.55,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Orbiston","S02002162","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.42,76.04,80.8,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Bellshill South","S02002163","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.59,76.6,80.58,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Hattonrigg","S02002164","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,75.83,72.82,78.84,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Bellshill Central","S02002165","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.83,76.1,81.56,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Fallside","S02002166","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.52,76.75,80.29,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Viewpark","S02002167","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.76,74.59,78.93,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Birkenshaw","S02002168","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,83.43,81.78,85.09,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Kirkwood & Bargeddie","S02002169","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.7,76.82,80.59,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Kirkshaws","S02002170","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.83,76.83,80.83,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Dundyvan","S02002171","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.01,76.96,81.07,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Drumpellier & Langloan","S02002172","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.98,77.73,84.23,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Coatbridge West","S02002173","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.89,76.53,81.26,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Townhead","S02002174","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.03,75.08,78.98,"Years","Public Health Scotland/National Records of Scotland (NRS)"
